date,geography,distinct_patient_count J00-J06 Acute upper respiratory infections 0-200,distinct_patient_count J00-J06 Acute upper respiratory infections 1-4,distinct_patient_count J00-J06 Acute upper respiratory infections 15-34,distinct_patient_count J00-J06 Acute upper respiratory infections 35-59,distinct_patient_count J00-J06 Acute upper respiratory infections 5-14,distinct_patient_count J00-J06 Acute upper respiratory infections 60-79,distinct_patient_count J00-J06 Acute upper respiratory infections 80+,distinct_patient_count J00-J06 Acute upper respiratory infections <1,distinct_patient_count J1-J2 RSV 0-200,distinct_patient_count J1-J2 RSV 1-4,distinct_patient_count J1-J2 RSV 15-34,distinct_patient_count J1-J2 RSV 35-59,distinct_patient_count J1-J2 RSV 5-14,distinct_patient_count J1-J2 RSV 60-79,distinct_patient_count J1-J2 RSV 80+,distinct_patient_count J1-J2 RSV <1,distinct_patient_count J10-J18 Influenza and pneumonia 0-200,distinct_patient_count J10-J18 Influenza and pneumonia 1-4,distinct_patient_count J10-J18 Influenza and pneumonia 15-34,distinct_patient_count J10-J18 Influenza and pneumonia 35-59,distinct_patient_count J10-J18 Influenza and pneumonia 5-14,distinct_patient_count J10-J18 Influenza and pneumonia 60-79,distinct_patient_count J10-J18 Influenza and pneumonia 80+,distinct_patient_count J20-J22 Other acute respiratory infections 0-200,distinct_patient_count J20-J22 Other acute respiratory infections 1-4,distinct_patient_count J20-J22 Other acute respiratory infections 15-34,distinct_patient_count J20-J22 Other acute respiratory infections 35-59,distinct_patient_count J20-J22 Other acute respiratory infections 5-14,distinct_patient_count J20-J22 Other acute respiratory infections 60-79,distinct_patient_count J20-J22 Other acute respiratory infections 80+,distinct_patient_count J20-J22 Other acute respiratory infections <1,distinct_patient_count U0 COVID-19 0-200,distinct_patient_count U0 COVID-19 1-4,distinct_patient_count U0 COVID-19 15-34,distinct_patient_count U0 COVID-19 35-59,distinct_patient_count U0 COVID-19 5-14,distinct_patient_count U0 COVID-19 60-79,distinct_patient_count U0 COVID-19 80+,distinct_patient_count U0 COVID-19 <1,ratio J00-J06 Acute upper respiratory infections 0-200,ratio J00-J06 Acute upper respiratory infections 1-4,ratio J00-J06 Acute upper respiratory infections 15-34,ratio J00-J06 Acute upper respiratory infections 35-59,ratio J00-J06 Acute upper respiratory infections 5-14,ratio J00-J06 Acute upper respiratory infections 60-79,ratio J00-J06 Acute upper respiratory infections 80+,ratio J00-J06 Acute upper respiratory infections <1,ratio J1-J2 RSV 0-200,ratio J1-J2 RSV 1-4,ratio J1-J2 RSV 15-34,ratio J1-J2 RSV 35-59,ratio J1-J2 RSV 5-14,ratio J1-J2 RSV 60-79,ratio J1-J2 RSV 80+,ratio J1-J2 RSV <1,ratio J10-J18 Influenza and pneumonia 0-200,ratio J10-J18 Influenza and pneumonia 1-4,ratio J10-J18 Influenza and pneumonia 15-34,ratio J10-J18 Influenza and pneumonia 35-59,ratio J10-J18 Influenza and pneumonia 5-14,ratio J10-J18 Influenza and pneumonia 60-79,ratio J10-J18 Influenza and pneumonia 80+,ratio J20-J22 Other acute respiratory infections 0-200,ratio J20-J22 Other acute respiratory infections 1-4,ratio J20-J22 Other acute respiratory infections 15-34,ratio J20-J22 Other acute respiratory infections 35-59,ratio J20-J22 Other acute respiratory infections 5-14,ratio J20-J22 Other acute respiratory infections 60-79,ratio J20-J22 Other acute respiratory infections 80+,ratio J20-J22 Other acute respiratory infections <1,ratio U0 COVID-19 0-200,ratio U0 COVID-19 1-4,ratio U0 COVID-19 15-34,ratio U0 COVID-19 35-59,ratio U0 COVID-19 5-14,ratio U0 COVID-19 60-79,ratio U0 COVID-19 80+,ratio U0 COVID-19 <1,ratio_all J00-J06 Acute upper respiratory infections 0-200,ratio_all J00-J06 Acute upper respiratory infections 1-4,ratio_all J00-J06 Acute upper respiratory infections 15-34,ratio_all J00-J06 Acute upper respiratory infections 35-59,ratio_all J00-J06 Acute upper respiratory infections 5-14,ratio_all J00-J06 Acute upper respiratory infections 60-79,ratio_all J00-J06 Acute upper respiratory infections 80+,ratio_all J00-J06 Acute upper respiratory infections <1,ratio_all J1-J2 RSV 0-200,ratio_all J1-J2 RSV 1-4,ratio_all J1-J2 RSV 15-34,ratio_all J1-J2 RSV 35-59,ratio_all J1-J2 RSV 5-14,ratio_all J1-J2 RSV 60-79,ratio_all J1-J2 RSV 80+,ratio_all J1-J2 RSV <1,ratio_all J10-J18 Influenza and pneumonia 0-200,ratio_all J10-J18 Influenza and pneumonia 1-4,ratio_all J10-J18 Influenza and pneumonia 15-34,ratio_all J10-J18 Influenza and pneumonia 35-59,ratio_all J10-J18 Influenza and pneumonia 5-14,ratio_all J10-J18 Influenza and pneumonia 60-79,ratio_all J10-J18 Influenza and pneumonia 80+,ratio_all J20-J22 Other acute respiratory infections 0-200,ratio_all J20-J22 Other acute respiratory infections 1-4,ratio_all J20-J22 Other acute respiratory infections 15-34,ratio_all J20-J22 Other acute respiratory infections 35-59,ratio_all J20-J22 Other acute respiratory infections 5-14,ratio_all J20-J22 Other acute respiratory infections 60-79,ratio_all J20-J22 Other acute respiratory infections 80+,ratio_all J20-J22 Other acute respiratory infections <1,ratio_all U0 COVID-19 0-200,ratio_all U0 COVID-19 1-4,ratio_all U0 COVID-19 15-34,ratio_all U0 COVID-19 35-59,ratio_all U0 COVID-19 5-14,ratio_all U0 COVID-19 60-79,ratio_all U0 COVID-19 80+,ratio_all U0 COVID-19 <1
2023-10-09,DE.NW,4836.0,43.0,1913.0,2028.0,72.0,471.0,301.0,8.0,8.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,354.0,0.0,49.0,96.0,2.0,80.0,127.0,862.0,11.0,221.0,363.0,16.0,134.0,117.0,0.0,966.0,0.0,232.0,470.0,2.0,136.0,126.0,0.0,1.37,1.54,1.58,1.37,1.54,1.1400000000000001,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.07,0.06,0.2,0.38,0.24,0.46,0.18,0.24,0.33999999999999997,0.32,0.35,0.0,0.28,0.0,0.19,0.31,0.06,0.33,0.37,0.0,0.12,0.45,0.36,0.16,0.31,0.05,0.02,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.13,0.04,0.03,0.07,0.02,0.0,0.0,0.02,0.0,0.05,0.04,0.01,0.02,0.01,0.0
2023-10-09,DE.RP,1475.0,31.0,606.0,566.0,74.0,133.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,61.0,71.0,8.0,34.0,23.0,331.0,3.0,92.0,114.0,21.0,55.0,46.0,0.0,294.0,0.0,78.0,138.0,2.0,57.0,19.0,0.0,0.64,0.91,0.72,0.64,0.7,0.48,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.08,0.08,0.12,0.15,0.14,0.09,0.11,0.13,0.2,0.2,0.31,0.0,0.13,0.0,0.09,0.16,0.02,0.2,0.13,0.0,0.07,0.37,0.23,0.09,0.24,0.03,0.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.01,0.0,0.02,0.04,0.03,0.02,0.07,0.01,0.01,0.0,0.01,0.0,0.03,0.02,0.01,0.01,0.0,0.0
2023-10-09,DE.SL,968.0,5.0,336.0,360.0,32.0,117.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,14.0,21.0,0.0,17.0,18.0,116.0,0.0,33.0,49.0,7.0,12.0,15.0,0.0,160.0,0.0,43.0,84.0,0.0,21.0,12.0,0.0,0.74,1.0,0.79,0.7,0.82,0.7,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.04,0.0,0.1,0.11,0.09,0.0,0.08,0.1,0.18,0.07,0.09,0.0,0.13,0.0,0.1,0.16,0.0,0.13,0.07,0.0,0.09,0.33,0.26,0.12,0.24,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.03,0.02,0.05,0.01,0.0,0.0,0.01,0.0,0.03,0.03,0.0,0.01,0.0,0.0
2023-10-09,DE.SN,313.0,0.0,121.0,131.0,9.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,3.0,5.0,37.0,2.0,7.0,13.0,0.0,5.0,10.0,0.0,70.0,0.0,20.0,28.0,0.0,12.0,10.0,0.0,0.73,0.0,0.82,0.74,1.0,0.6,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.06,0.11,0.09,1.0,0.05,0.07,0.0,0.1,0.21,0.0,0.17,0.0,0.14,0.16,0.0,0.24,0.21,0.0,0.04,0.0,0.17,0.08,0.16,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0
2023-10-09,DE.ST,639.0,20.0,213.0,276.0,37.0,58.0,35.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,51.0,0.0,0.0,12.0,0.0,13.0,26.0,93.0,3.0,24.0,37.0,3.0,16.0,10.0,0.0,204.0,0.0,17.0,90.0,0.0,51.0,46.0,0.0,0.64,0.87,0.83,0.67,0.92,0.41,0.3,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.08,0.0,0.0,0.03,0.0,0.09,0.22,0.09,0.13,0.09,0.09,0.08,0.11,0.09,0.0,0.22,0.0,0.07,0.22,0.0,0.36,0.39,0.0,0.04,0.29,0.16,0.07,0.18,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.02,0.01,0.0
2023-10-09,DE.SH,1663.0,6.0,661.0,706.0,34.0,151.0,103.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,19.0,33.0,0.0,24.0,49.0,223.0,0.0,69.0,94.0,0.0,32.0,28.0,0.0,378.0,0.0,72.0,186.0,2.0,59.0,59.0,0.0,0.7,1.0,0.81,0.69,0.94,0.57,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.09,0.21,0.1,0.0,0.08,0.09,0.0,0.12,0.12,0.0,0.16,0.0,0.09,0.18,0.06,0.22,0.25,0.0,0.06,0.2,0.18,0.08,0.22,0.03,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.01,0.01,0.0,0.0
2023-10-09,DE.TH,844.0,16.0,307.0,383.0,15.0,74.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,3.0,14.0,0.0,14.0,20.0,88.0,0.0,16.0,30.0,2.0,19.0,21.0,0.0,100.0,0.0,15.0,47.0,0.0,22.0,16.0,0.0,0.78,1.0,0.9,0.81,0.88,0.57,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.03,0.0,0.11,0.19,0.08,0.0,0.05,0.06,0.12,0.15,0.2,0.0,0.1,0.0,0.04,0.1,0.0,0.17,0.15,0.0,0.06,0.29,0.24,0.1,0.14,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0
2023-10-16,DE.BW,4261.0,22.0,1593.0,1850.0,113.0,410.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,130.0,159.0,2.0,73.0,72.0,434.0,5.0,129.0,169.0,14.0,60.0,57.0,0.0,719.0,0.0,165.0,376.0,2.0,95.0,81.0,0.0,0.73,0.81,0.79,0.72,0.86,0.64,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.06,0.02,0.11,0.15,0.07,0.19,0.06,0.07,0.11,0.09,0.12,0.0,0.12,0.0,0.08,0.15,0.02,0.15,0.17,0.0,0.08,0.2,0.23,0.12,0.22,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.05,0.02,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.0,0.0
2023-10-16,DE.BY,4714.0,57.0,1873.0,1845.0,228.0,418.0,284.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,2.0,42.0,81.0,4.0,34.0,54.0,468.0,15.0,116.0,171.0,29.0,61.0,73.0,3.0,902.0,3.0,222.0,436.0,15.0,126.0,100.0,0.0,0.75,0.74,0.83,0.73,0.83,0.65,0.56,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.03,0.01,0.05,0.11,0.07,0.19,0.05,0.07,0.11,0.1,0.14,0.25,0.14,0.04,0.1,0.17,0.05,0.2,0.2,0.0,0.09,0.21,0.24,0.11,0.27,0.04,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.01,0.03,0.01,0.0,0.05,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.0
2023-10-16,DE.BE,1075.0,9.0,420.0,410.0,54.0,86.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,6.0,11.0,0.0,8.0,12.0,128.0,0.0,30.0,66.0,0.0,19.0,13.0,0.0,273.0,0.0,55.0,131.0,0.0,50.0,37.0,0.0,0.71,1.0,0.82,0.66,1.0,0.53,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.05,0.08,0.09,0.0,0.06,0.11,0.0,0.12,0.08,0.0,0.19,0.0,0.11,0.21,0.0,0.31,0.23,0.0,0.07,0.38,0.2,0.09,0.44,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.02,0.0,0.03,0.03,0.0,0.02,0.01,0.0
2023-10-16,DE.BB,550.0,7.0,208.0,263.0,18.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,3.0,5.0,30.0,0.0,3.0,13.0,3.0,3.0,8.0,0.0,160.0,0.0,33.0,81.0,0.0,19.0,27.0,0.0,0.73,1.0,0.85,0.72,0.86,0.6,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.05,0.09,0.04,0.0,0.01,0.04,0.14,0.05,0.14,0.0,0.22,0.0,0.14,0.22,0.0,0.3,0.48,0.0,0.07,0.3,0.24,0.11,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.04,0.03,0.0,0.01,0.01,0.0
2023-10-16,DE.HB,388.0,6.0,173.0,170.0,2.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,6.0,0.0,3.0,0.0,61.0,0.0,25.0,22.0,0.0,7.0,7.0,0.0,104.0,0.0,40.0,46.0,0.0,13.0,5.0,0.0,0.69,1.0,0.72,0.7,1.0,0.57,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.06,0.0,0.11,0.0,0.1,0.09,0.0,0.13,0.39,0.0,0.19,0.0,0.17,0.19,0.0,0.24,0.28,0.0,0.08,0.21,0.19,0.12,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.04,0.03,0.0,0.02,0.0,0.0
2023-10-16,DE.HH,892.0,3.0,428.0,344.0,11.0,77.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,13.0,25.0,0.0,6.0,9.0,85.0,0.0,26.0,34.0,5.0,10.0,10.0,0.0,77.0,0.0,14.0,42.0,0.0,15.0,6.0,0.0,0.81,1.0,0.89,0.77,0.69,0.71,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.06,0.0,0.06,0.17,0.08,0.0,0.05,0.08,0.31,0.09,0.19,0.0,0.07,0.0,0.03,0.09,0.0,0.14,0.11,0.0,0.1,0.14,0.28,0.13,0.16,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.07,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0
2023-10-16,DE.HE,2568.0,21.0,986.0,1135.0,98.0,187.0,139.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,13.0,35.0,2.0,46.0,95.0,260.0,6.0,65.0,112.0,12.0,29.0,36.0,0.0,533.0,0.0,139.0,241.0,5.0,92.0,56.0,0.0,0.72,0.78,0.82,0.75,0.84,0.53,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.02,0.02,0.13,0.29,0.07,0.22,0.05,0.07,0.1,0.08,0.11,0.0,0.15,0.0,0.12,0.16,0.04,0.26,0.17,0.0,0.08,0.21,0.22,0.11,0.24,0.03,0.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.06,0.01,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.01,0.01,0.0,0.0
2023-10-16,DE.MV,448.0,2.0,174.0,185.0,20.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.0,10.0,2.0,15.0,23.0,54.0,0.0,11.0,24.0,6.0,3.0,10.0,0.0,103.0,0.0,19.0,50.0,0.0,15.0,19.0,0.0,0.68,1.0,0.83,0.69,0.71,0.55,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.04,0.07,0.21,0.29,0.08,0.0,0.05,0.09,0.21,0.04,0.13,0.0,0.16,0.0,0.09,0.19,0.0,0.21,0.24,0.0,0.06,0.07,0.23,0.09,0.18,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.01,0.0
2023-10-16,DE.NI,2452.0,39.0,943.0,961.0,55.0,242.0,209.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,48.0,71.0,4.0,41.0,88.0,370.0,3.0,93.0,158.0,10.0,52.0,54.0,0.0,562.0,0.0,116.0,276.0,0.0,103.0,67.0,0.0,0.67,0.93,0.79,0.66,0.8,0.55,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.05,0.06,0.09,0.21,0.1,0.07,0.08,0.11,0.14,0.12,0.13,0.0,0.16,0.0,0.1,0.19,0.0,0.24,0.16,0.0,0.07,0.35,0.2,0.09,0.19,0.03,0.02,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.03,0.01,0.0,0.0,0.02,0.0,0.03,0.03,0.0,0.01,0.01,0.0
2023-10-16,DE.NW,6040.0,36.0,2409.0,2385.0,132.0,598.0,468.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,65.0,155.0,8.0,122.0,171.0,890.0,19.0,248.0,354.0,30.0,137.0,102.0,0.0,1379.0,0.0,320.0,636.0,14.0,229.0,180.0,0.0,1.37,1.25,1.59,1.35,1.42,1.1,1.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.04,0.09,0.1,0.23,0.37,0.2,0.75,0.16,0.2,0.3,0.25,0.22,0.0,0.32,0.0,0.21,0.35,0.16999999999999998,0.43000000000000005,0.39,0.0,0.13,0.29000000000000004,0.39,0.16,0.32,0.06,0.03,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.16,0.04,0.02,0.07,0.02,0.0,0.0,0.03,0.0,0.05,0.04,0.03,0.02,0.01,0.0
2023-10-16,DE.RP,1138.0,33.0,447.0,452.0,42.0,121.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,52.0,66.0,5.0,11.0,26.0,237.0,11.0,69.0,84.0,10.0,32.0,31.0,0.0,193.0,0.0,54.0,94.0,0.0,30.0,15.0,0.0,0.66,0.75,0.72,0.65,0.74,0.62,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.09,0.09,0.06,0.23,0.14,0.25,0.11,0.12,0.18,0.16,0.27,0.0,0.12,0.0,0.09,0.14,0.0,0.15,0.13,0.0,0.08,0.39,0.23,0.1,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.02,0.0,0.0,0.02,0.13,0.03,0.02,0.05,0.01,0.01,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.0,0.0
2023-10-16,DE.SL,1016.0,8.0,307.0,397.0,50.0,117.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,16.0,28.0,8.0,23.0,24.0,133.0,0.0,32.0,55.0,6.0,20.0,20.0,0.0,110.0,0.0,28.0,43.0,0.0,26.0,13.0,0.0,0.75,1.0,0.8,0.76,0.78,0.63,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.05,0.12,0.12,0.12,0.1,0.0,0.08,0.11,0.09,0.11,0.1,0.0,0.09,0.0,0.07,0.08,0.0,0.14,0.07,0.0,0.09,0.33,0.25,0.13,0.33,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.05,0.01,0.01,0.01,0.0,0.03,0.02,0.04,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.0
2023-10-16,DE.SN,515.0,5.0,221.0,187.0,23.0,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,6.0,0.0,2.0,6.0,36.0,2.0,3.0,16.0,0.0,3.0,12.0,0.0,65.0,0.0,16.0,26.0,0.0,15.0,8.0,0.0,0.81,0.71,0.91,0.8,1.0,0.7,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.03,0.0,0.03,0.1,0.06,0.29,0.01,0.07,0.0,0.05,0.2,0.0,0.11,0.0,0.07,0.11,0.0,0.23,0.14,0.0,0.05,0.23,0.22,0.07,0.26,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.0
2023-10-16,DE.ST,532.0,12.0,201.0,233.0,13.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,6.0,0.0,3.0,10.0,98.0,0.0,21.0,39.0,2.0,20.0,16.0,0.0,176.0,0.0,21.0,81.0,2.0,38.0,34.0,0.0,0.64,1.0,0.82,0.65,0.76,0.45,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.03,0.12,0.12,0.0,0.09,0.11,0.12,0.18,0.19,0.0,0.22,0.0,0.09,0.23,0.12,0.34,0.41,0.0,0.05,0.26,0.2,0.08,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.0,0.0,0.02,0.0,0.02,0.03,0.02,0.02,0.01,0.0
2023-10-16,DE.SH,1558.0,7.0,632.0,668.0,18.0,149.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,12.0,38.0,0.0,15.0,22.0,156.0,0.0,56.0,57.0,4.0,17.0,22.0,0.0,379.0,0.0,103.0,179.0,2.0,48.0,47.0,0.0,0.71,1.0,0.79,0.71,0.75,0.65,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.04,0.0,0.07,0.13,0.07,0.0,0.07,0.06,0.17,0.07,0.13,0.0,0.17,0.0,0.13,0.19,0.08,0.21,0.27,0.0,0.07,0.21,0.21,0.1,0.2,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.04,0.0,0.0,0.0,0.02,0.0,0.03,0.03,0.02,0.01,0.0,0.0
2023-10-16,DE.TH,1184.0,13.0,433.0,507.0,38.0,111.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0,19.0,0.0,12.0,20.0,125.0,0.0,26.0,55.0,4.0,21.0,19.0,0.0,223.0,0.0,24.0,113.0,0.0,39.0,47.0,0.0,0.75,1.0,0.89,0.73,0.9,0.61,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.07,0.12,0.08,0.0,0.05,0.08,0.1,0.11,0.11,0.0,0.15,0.0,0.05,0.16,0.0,0.21,0.28,0.0,0.07,0.3,0.26,0.11,0.23,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.01,0.0
